date,year,month,day,extended,country,country_txt,region,region_txt,State,city,latitude,longitude,multiple,success,suicide,attacktype1,attacktype1_txt,target_type,target_subtype,corp,target,nationality,group_name,gun_certain,weapon_type,weapon_subtype,no_killed,no_wounded
2020-01-09,2020,Jan,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Plateau,Jing,9.327859,9.431157,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Student,Not Applicable,Student: Dalep Dachiya,Nigeria,Boko Haram,0,Firearms,Handgun,1,0
2020-01-03,2020,Jan,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Bilabiri,4.81795,5.517629,0,1,0,6,Hostage Taking (Kidnapping),Business,Industrial/Textiles/Factory,Unknown,Dredging Company,Nigeria,Unknown,0,Firearms,Unknown Gun Type,5,0
2020-01-12,2020,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Gajiram,12.486936,13.2086,0,1,0,9,Unknown,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Boko Haram,0,Unknown,Unknown Weapon Type,11,20
2020-01-13,2020,Jan,Mon,1,147,Nigeria,11,Sub-Saharan Africa,Edo,Avbiosi,6.958111,5.911583,0,1,0,6,Hostage Taking (Kidnapping),Educational Institution,School/University/Educational Building,Obi Primary School,School,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,0,0
2020-01-14,2020,Jan,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Ngulde,10.662853,12.517856,0,0,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2020-01-14,2020,Jan,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Yola,9.231398,12.435527,0,1,0,1,Assassination,Journalists & Media,Radio Journalist/Staff/Facility,Federal Radio Corporation of Nigeria (FRCN),Radio Journalist: Maxwell Nashon,Nigeria,Unknown,0,Melee,Knife or Other Sharp Object,1,0
2020-01-09,2020,Jan,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Jakana,11.8455,12.82372,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Student,Not Applicable,Students,Nigeria,Boko Haram,0,Firearms,Handgun,1,0
2020-01-14,2020,Jan,Tue,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Mainok,11.829979,12.630177,0,1,0,6,Hostage Taking (Kidnapping),Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Soldier,Nigeria,Boko Haram,0,Unknown,Unknown Weapon Type,0,0
2020-01-14,2020,Jan,Tue,1,147,Nigeria,11,Sub-Saharan Africa,Unknown,Unknown,0.0,0.0,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2020-01-15,2020,Jan,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Katabu,10.68501,7.4996,0,0,0,1,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Not Applicable,Convoy of Emir of Potiskum: Alhaji Umaru Bubaram,Nigeria,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),0,Firearms,Unknown Gun Type,7,4
2020-01-15,2020,Jan,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Auno,11.846433,12.935461,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Troops,Nigeria,Boko Haram,0,Firearms,Automatic or Semi-Automatic Rifle,4,7
2020-01-16,2020,Jan,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Niger,Ungwan Makama,9.800447,6.600481,1,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,0,0
2020-01-16,2020,Jan,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Niger,Gunugo,9.880314,6.380266,1,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,0,0
2020-01-16,2020,Jan,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Niger,Zangoro,10.069997,6.560613,1,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,0,0
2020-01-16,2020,Jan,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Niger,Masuku,10.097605,6.555825,1,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,0,0
2020-01-17,2020,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Firgi,11.3958,13.764207,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Army (NA),Soldiers,Nigeria,Boko Haram,0,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",5,0
2020-01-17,2020,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840793,13.141391,0,1,0,7,Facility/Infrastructure Attack,Utilities,Electricity,Transmission Company of Nigeria,Transmission Facilities,Nigeria,Boko Haram,0,Sabotage Equipment,Unknown Weapon Type,0,0
2020-01-17,2020,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Gora Gan,9.8879,8.2988,0,1,0,2,Armed Assault,Private Citizens & Property,Named Civilian,Not Applicable,"Civilians: Bridget Philip, Precilla Madama",Nigeria,Unknown,0,Firearms,Unknown Gun Type,2,0
2020-01-17,2020,Jan,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Niger,Rumache,10.142644,6.555257,1,1,0,1,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Rumache Village,Traditional Ruler: Mallam Ahmad Yakubu Rumache,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,1,0
2020-01-18,2020,Jan,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Firgi,11.447989,13.759107,0,1,0,6,Hostage Taking (Kidnapping),Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Army (NA),Soldiers,Nigeria,Boko Haram,0,Unknown,Unknown Weapon Type,4,0
2020-01-18,2020,Jan,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Ngala,12.352033,14.170526,0,1,1,3,Bombing/Explosion,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",United Nations (UN),Humanitarian Building,International,Boko Haram,0,Explosives,Vehicle,25,0
2020-01-18,2020,Jan,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Enugu,Ehalumona,6.818893,7.455163,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Political Party Member/Rally,People's Democratic Party (PDP),Candidate: Chineme Onyeke,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2020-01-19,2020,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Kalgeri,12.688942,12.070331,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Kalgeri Village,Village,Nigeria,Boko Haram,1,Firearms,Unknown Gun Type,0,3
2020-01-19,2020,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Jereng,9.05676,12.030075,0,1,0,2,Armed Assault,Religious Figures/Institutions,Religious Figure,Luthern Church of Christ in Nigeria (LCCN),Pastor: Denis Bagauri,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,0
2020-01-19,2020,Jan,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Gajiram,12.486936,13.2086,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Not Applicable,Humanitarian Aid Workers,Nigeria,Boko Haram,1,Firearms,Unknown Gun Type,4,0
2020-01-20,2020,Jan,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Nasarawa,Abebe,8.166193,8.762446,0,1,0,2,Armed Assault,Private Citizens & Property,Named Civilian,Not Applicable,"Civilians: Augustine Avertse, Pa Avertse Akaa’am, Uwongul John Akodi",Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,4,2
2020-01-21,2020,Jan,Tue,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Mainok,11.829979,12.630177,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Army (NA),Soldiers,Nigeria,Boko Haram,0,Firearms,Automatic or Semi-Automatic Rifle,7,5
2020-01-22,2020,Jan,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Oyo,Ibadan,7.374556,3.891536,0,1,0,1,Assassination,Private Citizens & Property,Political Party Member/Rally,All Progressives Congress (APC),Leader: Alhaji Babatunde Oreitan,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,0
2020-01-23,2020,Jan,Thu,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Dikwa,12.036585,13.917242,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Not Applicable,Loggers,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,10,0
2020-01-24,2020,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Ngala district,12.290505,14.137174,0,0,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Ngala Village,Village,Nigeria,Boko Haram,0,Firearms,Automatic or Semi-Automatic Rifle,0,0
2020-01-25,2020,Jan,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Edo,Auchi,7.067088,6.267443,0,1,0,7,Facility/Infrastructure Attack,Private Citizens & Property,Political Party Member/Rally,All Progressives Congress (APC),Rally Venue,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2020-01-25,2020,Jan,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Cross River,Afafanyi,5.8784,8.005349,0,1,0,6,Hostage Taking (Kidnapping),Government (General),Election-related,Independent National Electoral Commission (INEC),Officials,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2020-01-26,2020,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Gwoza,11.082584,13.705985,0,1,1,3,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Unknown,Mosque,Nigeria,Boko Haram,0,Explosives,Suicide (carried bodily by human being),3,13
2020-01-25,2020,Jan,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Benue,Makurdi,7.731263,8.538425,0,0,0,1,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Government of Nigeria,Farm of Governor Samuel Ortom,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,0,0
2020-01-25,2020,Jan,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Akwa Ibom,Ikot Ntuen,5.132702,7.716624,0,1,0,6,Hostage Taking (Kidnapping),Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Soldiers,Nigeria,Unknown,0,Unknown,Unknown Weapon Type,0,0
2020-01-25,2020,Jan,Sat,1,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Juji,10.410281,7.458619,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Named Civilian,Not Applicable,"Civilians: Philip Ataga, Christabel Ataga, Jasmine Ataga",Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,1,0
2020-01-26,2020,Jan,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Plateau,Kwatas,9.22696,8.904761,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Kwatas Village,Village,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,14,4
2020-01-27,2020,Jan,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Plateau,Ruboi,9.2506,8.9033,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Ruboi Village,Village,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,0
2020-01-27,2020,Jan,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Plateau,Marish,9.240689,8.960291,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Marish Village,Village,Nigeria,Unknown,0,Firearms,Unknown Gun Type,3,0
2020-01-27,2020,Jan,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Kwara,Otte,8.31931,4.383454,0,1,0,2,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,Unknown,Vehicle of Actors,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,1,0
2020-01-27,2020,Jan,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Plateau,Sabon Barki,9.828259,8.859235,0,1,0,7,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Sabon Barki Village,Village,Nigeria,Fulani extremists,1,Incendiary,Arson/Fire,4,0
2020-01-27,2020,Jan,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Plateau,Changet,9.299487,8.99486,0,1,0,7,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Changet Village,Village,Nigeria,Fulani extremists,1,Incendiary,Arson/Fire,1,0
2020-01-27,2020,Jan,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Plateau,Marish,9.48555,9.140445,0,1,0,7,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Marish Village,Village,Nigeria,Fulani extremists,1,Incendiary,Arson/Fire,4,0
2020-01-28,2020,Jan,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Damasak,13.103998,12.510619,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Soldiers,Nigeria,Boko Haram,0,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",4,0
2020-01-28,2020,Jan,Tue,0,147,Nigeria,11,Sub-Saharan Africa,Kogi,Adavi district,7.68102,6.42396,0,0,0,1,Assassination,Government (General),"Government Personnel (excluding police, military)",Government of Nigeria,Vehicle of Administrator: Alhaji Issa Taofiq,Nigeria,Unknown,0,Firearms,Unknown Gun Type,0,0
2020-01-29,2020,Jan,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Enugu,Nsukka,6.817979,7.40972,0,0,0,3,Bombing/Explosion,Unknown,Unknown,Unknown,Unknown,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,0
2020-01-30,2020,Jan,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Muna Dalti,11.867699,13.244964,1,1,1,3,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,Not Applicable,Residence,Nigeria,Boko Haram,1,Explosives,Suicide (carried bodily by human being),1,1
2020-01-30,2020,Jan,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Muna Dalti,11.867699,13.244964,1,1,1,3,Bombing/Explosion,Educational Institution,School/University/Educational Building,Unknown,Open-Air Classes,Nigeria,Boko Haram,1,Explosives,Suicide (carried bodily by human being),4,4
2020-01-30,2020,Jan,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Damasak,13.102203,12.510599,0,0,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Soldiers,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2020-01-31,2020,Jan,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Askira,10.657376,12.906142,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Soldiers,Nigeria,Boko Haram,0,Firearms,Automatic or Semi-Automatic Rifle,3,5
2020-02-02,2020,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Sabon Tasha,10.436754,7.465183,0,0,1,3,Bombing/Explosion,Religious Figures/Institutions,Place of Worship,Living Faith Church,Church,Nigeria,Unknown,0,Explosives,Suicide (carried bodily by human being),0,0
2020-02-03,2020,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Imo,Orlu district,5.781231,7.03909,0,1,0,7,Facility/Infrastructure Attack,Government (General),Election-related,Independent National Electoral Commission (INEC),Office,Nigeria,Unknown,0,Incendiary,Arson/Fire,0,0
2020-02-04,2020,Feb,Tue,1,147,Nigeria,11,Sub-Saharan Africa,Niger,Saho Rami,9.949203,5.31025,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Saho Rami Village,Village,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2020-02-05,2020,Feb,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Issele-Azagba,6.267874,6.597026,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Issele-Azagba Village,Village,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,1,0
2020-02-05,2020,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Katsina,Faru,13.045538,7.184414,0,1,0,2,Armed Assault,Government (General),"Government Personnel (excluding police, military)",Nigeria Customs Service (NCS),Kwanar Dutse Customs’ Checkpoint,Nigeria,Unknown,0,Firearms,Unknown Gun Type,1,0
2020-02-05,2020,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Kaduna,Zangon Attakar,9.632177,8.503456,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Unknown,0,Firearms,Unknown Gun Type,3,0
2020-02-06,2020,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Taraba,Ibua,8.123367,9.769876,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Ibua Village,Village,Nigeria,Jukun militia,1,Firearms,Unknown Gun Type,2,0
2020-02-06,2020,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Nguwom,11.8838,13.343679,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Army (NA),Soldiers,Nigeria,Boko Haram,0,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",1,0
2020-02-08,2020,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Niger,Gurmana,10.008553,6.632751,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Gurmana Village,Village,Nigeria,Boko Haram,1,Firearms,Unknown Gun Type,1,17
2020-02-08,2020,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Niger,Old Gurmana,10.008835,6.630605,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Old Gurmana Village,Village,Nigeria,Boko Haram,1,Firearms,Unknown Gun Type,1,17
2020-02-08,2020,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Niger,Ashirika,9.982228,6.80931,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Ashirika Village,Village,Nigeria,Boko Haram,1,Firearms,Unknown Gun Type,1,16
2020-02-08,2020,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Bama district,11.302518,14.117552,0,0,0,3,Bombing/Explosion,Unknown,Unknown,Unknown,Unknown,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,0
2020-02-08,2020,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Bitta,11.172749,13.429548,0,0,0,3,Bombing/Explosion,Unknown,Unknown,Unknown,Unknown,Nigeria,Boko Haram,0,Explosives,Unknown Explosive Type,0,0
2020-02-09,2020,Feb,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Auno,11.846433,12.935461,0,1,0,6,Hostage Taking (Kidnapping),Military,Military Checkpoint,Nigerian Army (NA),Checkpoint,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,30,0
2020-02-09,2020,Feb,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Madamari,12.293136,12.785423,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Student,Not Applicable,Students,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2020-02-09,2020,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Pulka,11.22223,13.783822,0,0,0,9,Unknown,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Army (NA),Soldiers,Nigeria,Boko Haram,0,Unknown,Unknown Weapon Type,1,0
2020-02-10,2020,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Gajiganna,12.256998,13.107519,1,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Soldiers,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,1,0
2020-02-10,2020,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Rann,12.268526,14.46611,0,1,0,2,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Nigerian Armed Forces,Soldiers,Nigeria,Boko Haram,0,Firearms,Automatic or Semi-Automatic Rifle,5,0
2020-02-10,2020,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Bayelsa,Olugbobiri,4.65042,5.987054,0,1,0,3,Bombing/Explosion,Utilities,Oil,Nigerian Agip Oil Company (NAOC),Oil Pipeline,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,0
2020-02-10,2020,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Tungushe,12.038806,13.072654,1,1,0,2,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Nigerian Army (NA),Barracks,Nigeria,Boko Haram,0,Firearms,Automatic or Semi-Automatic Rifle,3,1
2020-02-09,2020,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Plateau,Tyana,9.640375,8.709574,0,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Tyana Village,Village,Nigeria,Fulani extremists,1,Firearms,Unknown Gun Type,3,1
2020-02-12,2020,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Maiduguri,11.840793,13.141391,0,1,1,3,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,Jiddari Polo Town,Town,Nigeria,Boko Haram,0,Explosives,Suicide (carried bodily by human being),2,5
2020-02-13,2020,Feb,Thu,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Avwroh,5.331573,6.05989,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,2,0
2020-02-14,2020,Feb,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Katsina,Tsauwa,12.746667,7.263541,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Tsauwa Village,Village,Nigeria,Muslim extremists,0,Firearms,Unknown Gun Type,21,0
2020-02-14,2020,Feb,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Katsina,Dan Kar,12.916021,7.30968,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Dankar Village,Village,Nigeria,Muslim extremists,0,Firearms,Unknown Gun Type,9,0
2020-02-14,2020,Feb,Fri,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Agadama,5.283333,6.05,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,4,0
2020-02-15,2020,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Delta,Ohoror,5.276602,6.062573,0,1,0,2,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Not Applicable,Civilians,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,2,0
2020-02-16,2020,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Yobe,Babban Gida,12.154659,11.77422,0,1,0,2,Armed Assault,Telecommunication,Telephone/Telegraph,MTN Group,Telephone Tower,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2020-02-16,2020,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Nguwom,11.8838,13.343679,0,0,0,2,Armed Assault,Military,Military Checkpoint,Nigerian Armed Forces,Checkpoint,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2020-02-17,2020,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Ondo,Ode-Irele,6.489582,4.872263,0,1,0,2,Armed Assault,Police,Police Checkpoint,Nigeria Police Force (NPF),Checkpoint,Nigeria,Unknown,0,Firearms,Unknown Gun Type,2,1
2020-02-18,2020,Feb,Tue,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Korongilum,10.8765,12.66312,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Korongilum Community,Community,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,3,6
2020-02-18,2020,Feb,Tue,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Ntsiha,10.869205,12.847621,1,1,0,2,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Ntsiha Village,Village,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2020-02-19,2020,Feb,Wed,0,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Bang,9.333835,11.685101,0,1,0,2,Armed Assault,Private Citizens & Property,Laborer (General)/Occupation Identified,Not Applicable,Village Head: Alpha William,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,2,1
2020-02-19,2020,Feb,Wed,1,147,Nigeria,11,Sub-Saharan Africa,Borno,Korongilum,10.852361,12.667558,0,1,0,3,Bombing/Explosion,Military,Military Unit/Patrol/Convoy,Nigerian Army (NA),Convoy,Nigeria,Boko Haram,0,Explosives,Unknown Explosive Type,0,7
2020-02-21,2020,Feb,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Yobe,Lantewa,12.264189,11.73226,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Vehicles/Transportation,Not Applicable,Civilian Vehicles,Nigeria,Boko Haram,0,Firearms,Unknown Gun Type,0,0
2020-02-21,2020,Feb,Fri,1,147,Nigeria,11,Sub-Saharan Africa,Adamawa,Garkida,10.406601,12.567095,0,1,0,6,Hostage Taking (Kidnapping),Police,"Police Building (headquarters, station, school)",Nigeria Police Force (NPF),Buildings,Nigeria,Boko Haram,0,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",0,0
2020-02-22,2020,Feb,Sat,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Bitta,11.172749,13.429548,0,0,0,3,Bombing/Explosion,Unknown,Unknown,Unknown,Unknown,Nigeria,Boko Haram,0,Explosives,Unknown Explosive Type,0,0
2020-02-23,2020,Feb,Sun,1,147,Nigeria,11,Sub-Saharan Africa,Delta,Issele-Azagba,6.267874,6.597026,0,1,0,6,Hostage Taking (Kidnapping),Private Citizens & Property,Named Civilian,Not Applicable,Civilian: Emeka,Nigeria,Fulani extremists,0,Firearms,Unknown Gun Type,1,2
2020-02-23,2020,Feb,Sun,0,147,Nigeria,11,Sub-Saharan Africa,Borno,Kauwa,12.946773,13.672453,0,0,0,3,Bombing/Explosion,Unknown,Unknown,Unknown,Unknown,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,0
2020-02-24,2020,Feb,Mon,0,147,Nigeria,11,Sub-Saharan Africa,Enugu,Nkanu East district,6.308894,7.654811,0,0,0,3,Bombing/Explosion,Unknown,Unknown,Unknown,Unknown,Nigeria,Unknown,0,Explosives,Unknown Explosive Type,0,0
