date,year,month,day,State,city,latitude,longitude,suicide,attacktype1_txt,target_type,target_subtype,target,group_name,weapon_type,weapon_subtype,no_killed,no_wounded
5/31/2020,2020,May,Sun,Katsina,Yantumaki,12.219601,7.503817,0,Assassination,Private Citizens & Property,Laborer (General)/Occupation Identified,Traditional District Head: Abubakar Atiku,Fulani extremists,Firearms,Automatic or Semi-Automatic Rifle,1,1
5/31/2020,2020,May,Sun,Borno,Konduga,11.655408,13.412932,1,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Explosives,Suicide (carried bodily by human being),1,3
5/25/2020,2020,May,Mon,Borno,Debiro,10.618554,12.17467,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,1,1
5/25/2020,2020,May,Mon,Borno,Tarfa,10.611681,12.191864,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,1,0
5/25/2020,2020,May,Mon,Borno,Dakwaima,10.59744,12.44192,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,1,0
5/31/2020,2020,May,Sun,Benue,Itakpa,7.048579,8.21029,0,Armed Assault,Government (General),Politician or Political Party Movement/Meeting/Rally,Chair-Elect,Fulani extremists,Firearms,Automatic or Semi-Automatic Rifle,13,24
6/1/2020,2020,Jun,Mon,Oyo,Ikereku,7.62862,3.984418,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,0,0
6/1/2020,2020,Jun,Mon,Oyo,Pade,7.536148,3.952406,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,0,0
6/1/2020,2020,Jun,Mon,Oyo,Olanla,7.652373,3.99847,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,3,0
6/1/2020,2020,Jun,Mon,Oyo,Babamogba,7.6249,3.9644,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,0,0
6/1/2020,2020,Jun,Mon,Borno,Damboa,11.151905,12.758704,0,Armed Assault,Private Citizens & Property,Farmer,Farmers,Boko Haram,Firearms,Unknown Gun Type,4,0
6/1/2020,2020,Jun,Mon,Taraba,Mararaba,7.49512,10.35977,0,Armed Assault,Religious Figures/Institutions,Religious Figure,Pastor: Emmanuel Bileya,Unknown,Firearms,Unknown Gun Type,2,0
6/2/2020,2020,Jun,Tue,Borno,Gasarwa,12.379053,13.15289,0,Hostage Taking (Kidnapping),Military,"Military Personnel (soldiers, troops, officers, forces)",Soldier,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,4,0
6/3/2020,2020,Jun,Wed,Kaduna,Anguwan Tudu,10.90318,7.48161,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,10,0
6/3/2020,2020,Jun,Wed,Adamawa,Madagali district,10.890928,13.627589,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Unknown,Firearms,Unknown Gun Type,0,0
6/6/2020,2020,Jun,Sat,Borno,Auno,11.846433,12.935461,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Base,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,6,0
6/6/2020,2020,Jun,Sat,Benue,Torkula,7.14485,9.20872,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,3,0
6/6/2020,2020,Jun,Sat,Benue,Kponko,7.32567,8.63491,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Village,Fulani extremists,Firearms,Unknown Gun Type,3,0
6/6/2020,2020,Jun,Sat,Benue,Kaseyo,7.42192,9.12111,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Village,Fulani extremists,Firearms,Unknown Gun Type,2,0
6/8/2020,2020,Jun,Mon,Borno,Unknown,12.460499,13.194574,0,Hostage Taking (Kidnapping),NGO,International NGO,Humanitarian Worker: Ishaiku Yakubu,Boko Haram,Firearms,Unknown Gun Type,3,0
6/9/2020,2020,Jun,Tue,Borno,Foduma Kolomaiya,12.495537,12.779603,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",81,13
6/9/2020,2020,Jun,Tue,Nasarawa,Kainyehu,8.087903,7.14306,0,Armed Assault,Private Citizens & Property,Vehicles/Transportation,Civilian Vehicle,Unknown,Firearms,Unknown Gun Type,0,4
6/10/2020,2020,Jun,Wed,Borno,Unknown,11.457999,12.953823,0,Armed Assault,Private Citizens & Property,Vehicles/Transportation,Civilian Vehicles,Boko Haram,Firearms,Unknown Gun Type,4,8
6/13/2020,2020,Jun,Sat,Borno,Monguno,12.674093,13.611146,0,Armed Assault,Police,"Police Building (headquarters, station, school)",Station,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",10,8
6/13/2020,2020,Jun,Sat,Borno,Monguno,12.674093,13.611146,0,Armed Assault,Private Citizens & Property,Marketplace/Plaza/Square,Market,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",10,8
6/13/2020,2020,Jun,Sat,Borno,Monguno,12.674093,13.611146,0,Armed Assault,Business,Retail/Grocery/Bakery,Offices,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",10,7
6/13/2020,2020,Jun,Sat,Borno,Monguno,12.674093,13.611146,0,Armed Assault,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",Humanitarian Hub,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",10,7
6/13/2020,2020,Jun,Sat,Borno,Goni Usmanti,12.573571,13.08179,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",40,7
6/15/2020,2020,Jun,Mon,Nasarawa,Ombi,8.428052,7.90464,0,Hostage Taking (Kidnapping),Private Citizens & Property,Political Party Member/Rally,Wife of President Daniel Anyabuga,Fulani extremists,Firearms,Unknown Gun Type,0,0
6/16/2020,2020,Jun,Tue,Borno,Mbulabam,10.8419,12.9124,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Unknown,Unknown Weapon Type,0,0
6/17/2020,2020,Jun,Wed,Borno,Kautikari,10.839946,13.022173,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Unknown,Unknown Weapon Type,2,0
6/20/2020,2020,Jun,Sat,Borno,Moduri,12.871943,12.966582,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,3,0
6/20/2020,2020,Jun,Sat,Borno,Kelewa,12.115105,12.825628,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,1,0
6/20/2020,2020,Jun,Sat,Borno,Ngudori,11.4761,13.83497,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,1,0
6/21/2020,2020,Jun,Sun,Yobe,Buni Yadi,11.252273,12.010572,0,Bombing/Explosion,Unknown,Unknown,Unknown,Boko Haram,Explosives,Other Explosive Type,0,1
6/23/2020,2020,Jun,Tue,Borno,Kautikari,10.870351,13.04773,0,Hostage Taking (Kidnapping),Private Citizens & Property,Farmer,Farmers,Boko Haram,Unknown,Unknown Weapon Type,2,0
6/26/2020,2020,Jun,Fri,Ondo,Isua-Akoko,7.452877,5.909275,0,Hostage Taking (Kidnapping),Transportation,Bus (excluding tourists),Bus,Fulani extremists,Firearms,Unknown Gun Type,0,0
6/26/2020,2020,Jun,Fri,Borno,Malaharam,11.121225,12.733801,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Unknown,Unknown Weapon Type,0,0
6/27/2020,2020,Jun,Sat,Borno,Dogon Waye,11.50104,12.973971,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Soldiers,Boko Haram,Explosives,Grenade,30,0
6/27/2020,2020,Jun,Sat,Borno,Bokko,11.183156,13.791479,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Firearms,Unknown Gun Type,1,10
6/30/2020,2020,Jun,Tue,Borno,Kautikari,10.871844,13.046975,0,Unknown,Private Citizens & Property,Named Civilian,Civilian: Zaramai Kubirvu,Boko Haram,Unknown,Unknown Weapon Type,1,0
6/30/2020,2020,Jun,Tue,Borno,Tungushe,12.115105,12.825628,0,Hostage Taking (Kidnapping),Private Citizens & Property,Farmer,Farmers,Boko Haram,Unknown,Unknown Weapon Type,0,0
7/1/2020,2020,Jul,Wed,Borno,Kautikari,10.82,12.9898,0,Unknown,Private Citizens & Property,Farmer,Farmer,Boko Haram,Unknown,Unknown Weapon Type,1,0
7/2/2020,2020,Jul,Thu,Borno,Damasak,13.103998,12.510619,0,Armed Assault,Government (Diplomatic),"International Organization (peacekeeper, aid agency, compound)",Helicopter,Boko Haram,Firearms,Unknown Gun Type,2,0
7/4/2020,2020,Jul,Sat,Borno,Konduga district,11.520525,12.985328,0,Unknown,Terrorists/Non-State Militia,Non-State Militia,Forces,Boko Haram,Unknown,Unknown Weapon Type,22,0
7/5/2020,2020,Jul,Sun,Nasarawa,Kadarko,8.233333,8.566667,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Fulani extremists,Melee,Knife or Other Sharp Object,0,2
7/6/2020,2020,Jul,Mon,Borno,Mainok,11.829979,12.630177,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Vehicle,Boko Haram,Explosives,Unknown Explosive Type,1,2
7/7/2020,2020,Jul,Tue,Borno,Gubio,12.492,12.781546,0,Unknown,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Unknown,Unknown Weapon Type,0,0
7/7/2020,2020,Jul,Tue,Borno,Bulabulin,11.391125,12.909138,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Convoy,Boko Haram,Firearms,Unknown Gun Type,40,2
7/9/2020,2020,Jul,Thu,Kogi,Unknown,7.6958,6.43925,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Personnel,Unknown,Firearms,Unknown Gun Type,2,0
7/10/2020,2020,Jul,Fri,Kaduna,Chibob,9.9,8.416667,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,9,0
7/11/2020,2020,Jul,Sat,Kaduna,Kidugu,9.9,8.416667,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,12,0
7/11/2020,2020,Jul,Sat,Kaduna,Kigudu,9.9,8.416667,0,Armed Assault,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",Funeral,Fulani extremists,Firearms,Unknown Gun Type,0,0
7/12/2020,2020,Jul,Sun,Kaduna,Ungwan Audu,9.783333,8.45,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,1,0
7/13/2020,2020,Jul,Mon,Borno,Auno,11.846433,12.935461,0,Hostage Taking (Kidnapping),Military,Military Unit/Patrol/Convoy,Convoy,Boko Haram,Firearms,Unknown Gun Type,2,0
7/13/2020,2020,Jul,Mon,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Firearms,Unknown Gun Type,0,0
7/13/2020,2020,Jul,Mon,Borno,Kumala,11.489501,12.964919,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Convoy,Boko Haram,Firearms,Unknown Gun Type,8,0
7/14/2020,2020,Jul,Tue,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Barracks,Boko Haram,Firearms,Unknown Gun Type,0,0
7/14/2020,2020,Jul,Tue,Nasarawa,Gudi,8.877535,8.268776,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Officer: Salisu Usman,Fulani extremists,Firearms,Unknown Gun Type,2,0
7/14/2020,2020,Jul,Tue,Borno,Kautikari,10.82,12.9898,0,Facility/Infrastructure Attack,Private Citizens & Property,House/Apartment/Residence,Residences,Boko Haram,Incendiary,Arson/Fire,0,0
7/18/2020,2020,Jul,Sat,Borno,Kuburmbula,10.8775,12.9247,0,Armed Assault,Private Citizens & Property,Farmer,Farmers,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,2,10
7/18/2020,2020,Jul,Sat,Borno,Pemi,10.7767,12.9495,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Children,Boko Haram,Unknown,Unknown Weapon Type,0,0
7/19/2020,2020,Jul,Sun,Kaduna,Kukum Daji,9.612471,8.34351,0,Armed Assault,Private Citizens & Property,"Procession/Gathering (funeral, wedding, birthday, religious)",Wedding,Fulani extremists,Firearms,Rifle/Shotgun (non-automatic),21,28
7/19/2020,2020,Jul,Sun,Kaduna,Manyii Kurum,9.6051,8.3546,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Community,Fulani extremists,Firearms,Unknown Gun Type,0,0
7/19/2020,2020,Jul,Sun,Kaduna,Sabon Gari,9.668877,8.513929,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Fulani extremists,Firearms,Unknown Gun Type,0,0
7/19/2020,2020,Jul,Sun,Kaduna,Kaura,9.630175,8.497656,0,Facility/Infrastructure Attack,Police,"Police Building (headquarters, station, school)",Office,Fulani extremists,Incendiary,Arson/Fire,0,0
7/19/2020,2020,Jul,Sun,Katsina,Jibia district,13.039422,7.216199,0,Armed Assault,Military,Military Unit/Patrol/Convoy,Personnel,Unknown,Firearms,Unknown Gun Type,23,2
7/20/2020,2020,Jul,Mon,Plateau,Barakin Ladi,9.534687,8.906658,0,Armed Assault,Business,Medical/Pharmaceutical,General Hospital,Unknown,Firearms,Unknown Gun Type,1,4
7/20/2020,2020,Jul,Mon,Kaduna,Gora,9.792623,8.486322,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,10,7
7/23/2020,2020,Jul,Thu,Borno,Magumeri district,12.08874,12.78085,0,Facility/Infrastructure Attack,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Unknown,Unknown Weapon Type,0,0
7/24/2020,2020,Jul,Fri,Kaduna,Zikpak,9.3935,8.2346,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,4,4
7/24/2020,2020,Jul,Fri,Kaduna,Ungwan Masara,9.4096,8.2376,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,3,3
7/24/2020,2020,Jul,Fri,Kaduna,Maraban Kagoro,9.3692,8.2049,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,3,3
7/25/2020,2020,Jul,Sat,Kaduna,Zikpak,9.3583,8.1829,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,0,0
7/27/2020,2020,Jul,Mon,Nasarawa,Dawusu,8.2558,7.1567,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Unknown,Firearms,Unknown Gun Type,5,0
7/29/2020,2020,Jul,Wed,Borno,Baga,12.53532,13.851111,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Governor: Babagana Zulum,Boko Haram,Firearms,Unknown Gun Type,0,3
7/30/2020,2020,Jul,Thu,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Business,Retail/Grocery/Bakery,Furniture Shop,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",3,9
7/30/2020,2020,Jul,Thu,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Private Citizens & Property,House/Apartment/Residence,Civilian Residence,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",1,9
7/30/2020,2020,Jul,Thu,Borno,Maiduguri,11.840793,13.141391,0,Bombing/Explosion,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",2,9
7/30/2020,2020,Jul,Thu,Plateau,Gindi Akwati,9.460967,8.837949,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Fulani extremists,Firearms,Unknown Gun Type,1,1
8/2/2020,2020,Aug,Sun,Borno,Kafan Ruwa,11.654921,13.419664,1,Bombing/Explosion,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilian,Unknown,Explosives,Suicide (carried bodily by human being),3,0
8/3/2020,2020,Aug,Mon,Nasarawa,Washo,8.113889,7.966111,0,Assassination,Journalists & Media,Other (including online news agencies),Treasurer: Benjamin Ekom,Fulani extremists,Firearms,Unknown Gun Type,1,0
8/5/2020,2020,Aug,Wed,Kaduna,Apyiashyim,9.890585,8.221298,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Firearms,Unknown Gun Type,6,0
8/5/2020,2020,Aug,Wed,Kaduna,Kibori,9.856389,8.421667,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Firearms,Unknown Gun Type,7,0
8/6/2020,2020,Aug,Thu,Kaduna,Atak Mawei,9.890585,8.221298,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Firearms,Unknown Gun Type,12,0
8/6/2020,2020,Aug,Thu,Kaduna,Kurmin-Masara,9.843333,8.440556,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Firearms,Unknown Gun Type,3,0
8/6/2020,2020,Aug,Thu,Kaduna,Magamiya,9.831111,8.389722,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Firearms,Unknown Gun Type,5,0
8/10/2020,2020,Aug,Mon,Benue,Edikwu,7.214167,8.144444,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Unknown,Firearms,Unknown Gun Type,13,0
8/13/2020,2020,Aug,Thu,Bauchi,Baraza,9.946389,9.435556,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Representative: Musa Mante Baraza,Unknown,Firearms,Unknown Gun Type,1,0
8/13/2020,2020,Aug,Thu,Delta,Evwreni,5.403,6.065272,0,Armed Assault,Police,Police Security Forces/Officers,Inspector: Yusuf Adamu,Unknown,Firearms,Unknown Gun Type,1,0
8/15/2020,2020,Aug,Sat,Yobe,Mashio,11.788663,11.570281,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Village Head: Isa Mai Buba,Boko Haram,Firearms,Unknown Gun Type,0,0
8/17/2020,2020,Aug,Mon,Borno,Magumeri,12.113857,12.825203,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Firearms,Unknown Gun Type,3,0
8/18/2020,2020,Aug,Tue,Borno,Kukawa,12.924998,13.570766,0,Hostage Taking (Kidnapping),Military,Military Barracks/Base/Headquarters/Checkpost,Base,Boko Haram,Explosives,"Projectile (rockets, mortars, RPGs, etc.)",11,2
8/18/2020,2020,Aug,Tue,Borno,Gajibo,12.11,13.988611,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Base,Boko Haram,Firearms,Unknown Gun Type,5,0
8/18/2020,2020,Aug,Tue,Kaduna,Unguwan Gankon,9.933368,8.299886,0,Armed Assault,Private Citizens & Property,Farmer,Farmer: Kefas Malachy Bobai,Fulani extremists,Firearms,Unknown Gun Type,2,0
8/19/2020,2020,Aug,Wed,Borno,Magumeri,12.113857,12.825203,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Firearms,Unknown Gun Type,3,0
8/19/2020,2020,Aug,Wed,Borno,Mainari,11.7486,13.2577,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Boko Haram,Firearms,Unknown Gun Type,5,6
8/23/2020,2020,Aug,Sun,Enugu,Umuhu Eha-Amufu,6.656217,7.457806,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Businessperson,Fulani extremists,Firearms,Unknown Gun Type,0,0
8/24/2020,2020,Aug,Mon,Kaduna,Damba-Kasaya,10.488994,7.207364,0,Hostage Taking (Kidnapping),Educational Institution,Teacher/Professor/Instructor,Teachers,Fulani extremists,Firearms,Unknown Gun Type,1,0
8/26/2020,2020,Aug,Wed,Borno,Gwoza,11.083984,13.693092,0,Unknown,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Unknown,Unknown Weapon Type,75,0
8/27/2020,2020,Aug,Thu,Borno,Mussine,12.265082,13.938912,0,Armed Assault,Military,"Military Personnel (soldiers, troops, officers, forces)",Soldiers,Boko Haram,Firearms,Unknown Gun Type,2,15
8/27/2020,2020,Aug,Thu,Kaduna,Maraban Rido,10.407273,7.460785,0,Hostage Taking (Kidnapping),Police,Police Security Forces/Officers,Officers,Fulani extremists,Firearms,Automatic or Semi-Automatic Rifle,3,0
8/27/2020,2020,Aug,Thu,Kaduna,Juji,10.410278,7.458611,0,Hostage Taking (Kidnapping),Private Citizens & Property,Village/City/Town/Suburb,Village,Unknown,Firearms,Unknown Gun Type,2,0
8/28/2020,2020,Aug,Fri,Borno,Amu,11.831098,13.150967,0,Hostage Taking (Kidnapping),Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Melee,Knife or Other Sharp Object,2,0
8/28/2020,2020,Aug,Fri,Ondo,Ifon,6.923491,5.77739,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Brother of Former Team Captain: Christopher Sodje,Fulani extremists,Unknown,Unknown Weapon Type,0,0
8/29/2020,2020,Aug,Sat,Bayelsa,Opolo,4.958889,6.365833,0,Assassination,Government (General),Politician or Political Party Movement/Meeting/Rally,Councilor: Karma Agagowei,Unknown,Firearms,Unknown Gun Type,1,1
9/1/2020,2020,Sep,Tue,Borno,Garin Giwa,12.961752,13.628419,0,Unknown,Military,Military Unit/Patrol/Convoy,Patrol,Boko Haram,Unknown,Unknown Weapon Type,10,0
9/1/2020,2020,Sep,Tue,Borno,Magumeri,12.113116,12.836128,0,Armed Assault,Military,Military Barracks/Base/Headquarters/Checkpost,Base,Boko Haram,Firearms,Automatic or Semi-Automatic Rifle,9,0
9/1/2020,2020,Sep,Tue,Borno,Dalwa,11.847665,13.160108,0,Hostage Taking (Kidnapping),Private Citizens & Property,Refugee (including Camps/IDP/Asylum Seekers),Internally Displaced Person (IDPs),Boko Haram,Unknown,Unknown Weapon Type,0,0
9/1/2020,2020,Sep,Tue,Ondo,Idoani,7.29604,5.84688,0,Hostage Taking (Kidnapping),Private Citizens & Property,Laborer (General)/Occupation Identified,Former Team Captain: Paul Sodje,Fulani extremists,Unknown,Unknown Weapon Type,2,0
9/6/2020,2020,Sep,Sun,Kaduna,Buda,10.35962,7.631,0,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,"Adara Civilians: Ishaku Peter, Adamu Tata, Sani Peter",Fulani extremists,Firearms,Unknown Gun Type,3,0
9/6/2020,2020,Sep,Sun,Kaduna,Kemara Rimi,10.35962,7.631,0,Hostage Taking (Kidnapping),Private Citizens & Property,Race/Ethnicity Identified,"Kemara Rimi Civilians: Ojo Aminu, Danfulani Makaranta, Namiji Gwamna",Fulani extremists,Unknown,Unknown Weapon Type,0,0
9/6/2020,2020,Sep,Sun,Kaduna,Chikun district,10.258269,7.228599,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Fulani extremists,Firearms,Unknown Gun Type,1,0
9/6/2020,2020,Sep,Sun,Kaduna,Giwa district,11.12077,7.40565,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Fulani extremists,Firearms,Unknown Gun Type,1,0
9/6/2020,2020,Sep,Sun,Kaduna,Kauru district,10.30245,8.237188,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Fulani extremists,Firearms,Unknown Gun Type,1,0
9/6/2020,2020,Sep,Sun,Kaduna,Igabi district,10.778468,7.531935,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Fulani extremists,Firearms,Unknown Gun Type,1,0
9/7/2020,2020,Sep,Mon,Abia,Okagwe,5.680348,7.804704,0,Armed Assault,Police,Police Security Forces/Officers,Police Officers,Unknown,Firearms,Unknown Gun Type,1,4
9/6/2020,2020,Sep,Sun,Borno,Kurmari,11.826182,13.113724,0,Unknown,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Unknown,Unknown Weapon Type,4,0
9/6/2020,2020,Sep,Sun,Borno,Maiduguri,11.840793,13.141391,0,Armed Assault,Private Citizens & Property,Unnamed Civilian/Unspecified,Civilians,Boko Haram,Incendiary,Arson/Fire,4,0
9/6/2020,2020,Sep,Sun,Borno,Maiduguri,11.840793,13.141391,0,Hostage Taking (Kidnapping),Private Citizens & Property,Farmer,Farmers,Boko Haram,Unknown,Unknown Weapon Type,2,0
9/8/2020,2020,Sep,Tue,Kaduna,Atakmawei,9.853321,8.456339,0,Armed Assault,Private Citizens & Property,Student,"Students: Anthony Magaji, Isaac Thomas",Fulani extremists,Melee,Knife or Other Sharp Object,1,2
9/8/2020,2020,Sep,Tue,Kaduna,Kitsarapang,10.37366,8.224841,0,Armed Assault,Private Citizens & Property,Named Civilian,"Civilians: Emmanuel David Yohanna, Sunday Zango Stephen, Zakka John",Fulani extremists,Firearms,Unknown Gun Type,1,2
9/8/2020,2020,Sep,Tue,Kaduna,Gora,9.789306,8.485327,0,Unknown,Private Citizens & Property,Race/Ethnicity Identified,"Fulani Civilians: Abdullahi Hassan, Yusuf Hassan Sogiji, Abubakar Hassan",Atyap militia,Unknown,Unknown Weapon Type,3,2
9/9/2020,2020,Sep,Wed,Kaduna,Bakin Kogi,9.900514,8.416078,0,Unknown,Private Citizens & Property,Religion Identified,Muslim Civilian: Abdul Rashid Lawal Malan,Atyap militia,Unknown,Unknown Weapon Type,1,0
9/9/2020,2020,Sep,Wed,Kaduna,Unknown,10.333333,7.75,0,Unknown,Private Citizens & Property,Race/Ethnicity Identified,Vehicle of Fulani Civilian: Maitalata Idris Narutu,Atyap militia,Unknown,Unknown Weapon Type,0,0
9/11/2020,2020,Sep,Fri,Borno,Kareto,12.886318,12.505371,0,Hostage Taking (Kidnapping),Government (General),"Government Personnel (excluding police, military)",Officials,Boko Haram,Unknown,Unknown Weapon Type,0,0
9/11/2020,2020,Sep,Fri,Kaduna,Manyi-Mashin,9.83833,8.46909,0,Armed Assault,Private Citizens & Property,Village/City/Town/Suburb,Village,Fulani extremists,Firearms,Unknown Gun Type,2,0
